Domain	Status	Genome ID	Genome Name	
Archaea	Finished	637000129	Haloquadratum walsbyi HBSQ001, DSM 16790	
Archaea	Finished	637000187	Natronomonas pharaonis Gabara, DSM 2160	
Archaea	Finished	638154518	Saccharolobus solfataricus P2	
Archaea	Finished	638154519	Sulfurisphaera tokodaii 7	
Archaea	Finished	638154520	Thermococcus kodakarensis KOD1	
Archaea	Finished	638154521	Thermoplasma acidophilum DSM 1728	
Archaea	Finished	638154522	Thermoplasma volcanium GSS1	
Archaea	Finished	638154502	Archaeoglobus fulgidus VC-16, DSM 4304	
Archaea	Finished	638154503	Haloarcula marismortui ATCC 43049	
Archaea	Finished	638154504	Halobacterium salinarum NRC-1	
Archaea	Finished	638154512	Picrophilus torridus DSM 9790	
Archaea	Finished	638154514	Pyrococcus abyssi GE5	
Archaea	Finished	638154515	Pyrococcus furiosus DSM 3638	
Archaea	Finished	638154517	Sulfolobus acidocaldarius 98-3, DSM 639	
Archaea	Finished	638341092	Ferroplasma acidarmanus Fer1	
Archaea	Finished	640427120	Metallosphaera sedula DSM 5348	
Archaea	Finished	641228499	Nitrosopumilus maritimus SCM1	
Archaea	Finished	641522613	Cenarchaeum symbiosum A	
Archaea	Finished	641522631	Halobacterium salinarum R1, DSM 671	
Archaea	Finished	643348580	Thermococcus onnurineus NA1	
Archaea	Finished	643692025	Halorubrum lacusprofundi ATCC 49239	
Archaea	Finished	643692044	Sulfolobus islandicus L.S.2.15	
Archaea	Finished	643692045	Sulfolobus islandicus M.14.25	
Archaea	Finished	643692046	Sulfolobus islandicus M.16.27	
Archaea	Finished	643692047	Sulfolobus islandicus M.16.4	
Archaea	Finished	643692048	Sulfolobus islandicus Y.G.57.14	
Archaea	Finished	643692049	Sulfolobus islandicus Y.N.15.51	
Archaea	Finished	644736372	Halomicrobium mukohataei arg-2, DSM 12286	
Archaea	Finished	644736411	Thermococcus gammatolerans EJ3	
Archaea	Finished	644736412	Thermococcus sibiricus MM 739	
Archaea	Permanent Draft	646311934	Haloterrigena turkmenica VKM B-1734, DSM 5511	
Archaea	Finished	646311959	Sulfolobus islandicus L.D.8.5	
Archaea	Finished	646564501	Aciduliprofundum boonei T469	
Archaea	Finished	646564534	Ferroglobus placidus AEDII12DO, DSM 10642	
Archaea	Finished	646564536	Haloferax volcanii DS2, ATCC 29605	
Archaea	Finished	646564555	Natrialba magadii ATCC 43099	
Archaea	Finished	646862347	Saccharolobus solfataricus 98/2	
Archaea	Finished	648028003	Acidilobus saccharovorans 345-15	
Archaea	Finished	648028029	Halalkalicoccus jeotgali B3, DSM 18796	
Archaea	Finished	648028062	Vulcanisaeta distributa DSM 14429	
Archaea	Finished	649633053	Halogeometricum borinquense PR3, DSM 11551	
Archaea	Finished	650377981	Sulfolobus islandicus HVE10/4	
Archaea	Finished	650377982	Sulfolobus islandicus REY15A	
Archaea	Finished	650377985	Vulcanisaeta moutnovskia 768-28	
Archaea	Permanent Draft	649989953	Haladaptatus paucihalophilus DX253	
Archaea	Permanent Draft	649990020	Saccharolobus solfataricus 98/2	
Archaea	Finished	650716051	Metallosphaera cuprina Ar-4	
Archaea	Finished	650716097	Thermococcus sp. 4557	
Archaea	Finished	650716001	Acidianus hospitalis W1	
Archaea	Permanent Draft	2508501014	Haloferax denitrificans S1	
Archaea	Permanent Draft	2508501015	Haloferax sulfurifontis M6	
Archaea	Permanent Draft	2508501016	Haloarcula californiae BJGN-2, ATCC 33799	
Archaea	Permanent Draft	2508501017	Haloarcula sinaiiensis BJSG-2	
Archaea	Permanent Draft	2508501018	Haloarcula vallismortis J.F. 54	
Archaea	Permanent Draft	2508501019	Haloferax mediterranei R-4	
Archaea	Permanent Draft	2508501020	Haloferax mucosum PA12	
Archaea	Finished	650716096	Thermococcus barophilus MP, DSM 11836	
Archaea	Finished	2506520034	Halopiger xanaduensis SH-6	
Archaea	Permanent Draft	2508501049	Metallosphaera yellowstonensis MK1	
Archaea	Finished	2506520044	Natronococcus occultus SP4, DSM 3396	
Archaea	Finished	2506783009	Halovivax ruber XH-70, DSM 18193	
Archaea	Finished	2506783047	Halobacterium sp. DL1	
Archaea	Finished	2506783052	halophilic archaeon DL31	
Archaea	Finished	650716079	Pyrococcus sp. NA2	
Archaea	Finished	651053028	Haloquadratum walsbyi C23, DSM 16854	
Archaea	Permanent Draft	651324018	Nitrosarchaeum limnium SFB1 (unscreened)	
Archaea	Permanent Draft	651324076	Nitrosarchaeum koreensis MY1	
Archaea	Finished	2509601048	Natrinema pellirubrum 157	
Archaea	Permanent Draft	2504756013	Geoarchaeota archaeon OSPB-1	
Archaea	Permanent Draft	2510065005	Thermococcus sp. PK	
Archaea	Finished	2510065009	Caldisphaera lagunensis DSM 15908	
Archaea	Finished	2510065051	Halostagnicola larsenii XH-48, DSM 17691	
Archaea	Finished	2508501109	Aciduliprofundum sp. MAR08-339	
Archaea	Permanent Draft	2501025505	Palaeococcus ferrophilus DMJ, DSM 13482	
Archaea	Finished	2510461022	Natronobacterium gregoryi SP2	
Archaea	Finished	2511231053	Thermococcus sp. AM4	
Archaea	Finished	2511231068	Haloarcula hispanica CGMCC 1.2049	
Archaea	Finished	2513237398	Thermococcus litoralis DSM 5473	
Archaea	Permanent Draft	2505313007	Thermoproteaceae Type I archaeon	
Archaea	Permanent Draft	2502957026	Thaumarchaeota archaeon sp. BS1	
Archaea	Permanent Draft	2502171174	Halococcus hamelinensis 100A6	
Archaea	Permanent Draft	2502545036	Candidatus Nitrosopumilus sp. BD31	
Archaea	Permanent Draft	2504557011	Thermoproteales Type I	
Archaea	Permanent Draft	2514885039	Sulfolobales sp. HSU1	
