Domain	Status	Genome ID	Genome Name	
Bacteria	Finished	637000127	Histophilus somni 129P	
Bacteria	Finished	637000297	Streptococcus pyogenes sv. M1 MGAS5005	
Bacteria	Finished	637000206	Photobacterium profundum SS9	
Bacteria	Permanent Draft	638341169	Reinekea blandensis MED297	
Bacteria	Permanent Draft	638341230	Vibrio sp. MED222	
Bacteria	Permanent Draft	638341231	Vibrio splendidus 12B01	
Bacteria	Finished	639633019	Candidatus Ruthia magnifica Cm	
Bacteria	Finished	640427130	Chlorobium phaeovibrioides DSM 265	
Bacteria	Permanent Draft	640612205	Marinobacter sp. ELB17	
Bacteria	Finished	640753039	Parabacteroides distasonis ATCC 8503	
Bacteria	Finished	640753058	Vibrio campbellii BB120	
Bacteria	Permanent Draft	640963023	Bacteroides caccae ATCC 43185	
Bacteria	Finished	641228507	Shewanella baltica OS195	
Bacteria	Finished	641522655	Thermoanaerobacter pseudethanolicus 39E, ATCC 33223	
Bacteria	Finished	641522656	Thermoanaerobacter sp. X514	
Bacteria	Permanent Draft	641736111	Salmonella enterica enterica sv. Newport SL317	
Bacteria	Finished	642487181	Thermotoga sp. RQ2	
Bacteria	Permanent Draft	642791610	Acetivibrio thermocellus JW20	
Bacteria	Finished	643348527	Chloroflexus aggregans DSM 9485	
Bacteria	Finished	643348530	Coprothermobacter proteolyticus DSM 5265	
Bacteria	Permanent Draft	642979334	Bacteroides eggerthii DSM 20697	
Bacteria	Permanent Draft	642979359	Lachnoclostridium hylemonae DSM 15053	
Bacteria	Finished	643692029	Nautilia profundicola Am-H	
Bacteria	Finished	643692035	Salmonella enterica sv. Paratyphi C RKS4594	
Bacteria	Finished	643692038	Streptococcus equi equi 4047	
Bacteria	Permanent Draft	643886051	Lacticaseibacillus paracasei subsp. paracasei ATCC 25302	
Bacteria	Permanent Draft	643886127	Lacticaseibacillus rhamnosus LMS2-1	
Bacteria	Permanent Draft	643886142	Porphyromonas uenonis 60-3	
Bacteria	Permanent Draft	643886203	Anaerobutyricum hallii DSM 3353	
Bacteria	Permanent Draft	643886206	Clostridium methylpentosum R2, DSM 5476	
Bacteria	Finished	644736333	Candidatus Accumulibacter phosphatis Type IIA UW-1	
Bacteria	Permanent Draft	645058746	Vibrio cholerae CIRS 101	
Bacteria	Permanent Draft	645058806	Vibrio cholerae RC9	
Bacteria	Finished	646311927	Fibrobacter succinogenes S85	
Bacteria	Finished	646311964	Thermotoga naphthophila RKU-10	
Bacteria	Permanent Draft	645951829	Ruminococcus flavefaciens FD-1	
Bacteria	Permanent Draft	645951855	Jonquetella anthropi E3_33 E1	
Bacteria	Permanent Draft	645951866	Fusobacterium gonidiaformans 3-1-5R	
Bacteria	Permanent Draft	645951869	Treponema vincentii ATCC 35580	
Bacteria	Permanent Draft	646206272	Bacteroides thetaiotaomicron 1_1_6	
Bacteria	Finished	646862349	Vibrio cholerae sv. O1 O395	
Bacteria	Permanent Draft	647000215	Bacteroides xylanisolvens SD CC 1b	
Bacteria	Permanent Draft	647000333	Vibrio cholerae CT 5369-93	
Bacteria	Permanent Draft	647000342	Vibrio orientalis CIP 102891	
Bacteria	Permanent Draft	647533111	Bacteroides sp. 2_1_22	
Bacteria	Permanent Draft	647533127	Enterococcus casseliflavus EC10	
Bacteria	Permanent Draft	647533129	Enterococcus casseliflavus EC30	
Bacteria	Permanent Draft	647533133	Enterococcus faecalis D6	
Bacteria	Permanent Draft	647533142	Enterococcus faecalis T2, Sapporo-603	
Bacteria	Finished	648276605	Actinobacillus pleuropneumoniae sv. 1 4074 GCA_000178495.1	
Bacteria	Permanent Draft	648276609	Actinobacillus pleuropneumoniae sv. 13 N273	
Bacteria	Permanent Draft	648276615	Actinobacillus pleuropneumoniae sv. 9 CVJ13261	
Bacteria	Finished	649633061	Lacticaseibacillus paracasei Zhang	
Bacteria	Finished	650377958	Megamonas hypermegale ART12/1	
Bacteria	Finished	650377969	Ruminococcus sp. 18P13	
Bacteria	Finished	650377991	Marinobacter adhaerens HP15	
Bacteria	Permanent Draft	649989934	Enterococcus faecalis TX0102	
Bacteria	Permanent Draft	649990026	Treponema phagedenis F0421	
Bacteria	Finished	650716038	Gallibacterium anatis UMN179	
Bacteria	Finished	650716094	Tepidanaerobacter sp. Re1	
Bacteria	Finished	650716099	Treponema azotonutricium ZAS-9	
Bacteria	Permanent Draft	651324096	Rubrivivax benzoatilyticus JA2	
Bacteria	Permanent Draft	651324072	Methylophaga aminisulfidivorans MP, KCTC 12909	
Bacteria	Permanent Draft	2503982046	Peptoniphilus asaccharolyticus UW 228, DSM 20463	
Bacteria	Finished	651053066	Shewanella baltica OS117	
Bacteria	Finished	2510065050	Marichromatium purpuratum 984	
Bacteria	Finished	2510065086	Mesotoga prima MesG1AG4.2	
Bacteria	Permanent Draft	645058833	Fusobacterium nucleatum animalis D11	
Bacteria	Finished	2511231057	Candidatus Arthromitus sp. SFB-rat-Yit	
Bacteria	Finished	2511231137	Streptococcus pyogenes Alab49	
Bacteria	Finished	2511231185	Lacticaseibacillus rhamnosus K, ATCC 8530	
Bacteria	Finished	2511231199	Klebsiella pneumoniae pneumoniae HS11286	
Bacteria	Finished	2512047035	Oceanimonas sp. GK1	
Bacteria	Permanent Draft	2512047072	Streptococcus criceti HS-6	
Bacteria	Permanent Draft	2513237099	Teredinibacter turnerae T7902	
Bacteria	Finished	2513237199	Rubrivivax gelatinosus IL144	
Bacteria	Permanent Draft	2513237258	Mobilicoccus pelagius NBRC 104925	
Bacteria	Permanent Draft	2513237260	Lachnospiraceae bacterium bacterium oral taxon 082 F0431	
Bacteria	Permanent Draft	2513237275	Hungatella hathewayi WAL-18680	
Bacteria	Permanent Draft	2513237306	Oribacterium asaccharolyticum ACB7	
Bacteria	Permanent Draft	2513237330	Fusobacterium necrophorum funduliforme 1_1_36S	
Bacteria	Permanent Draft	2513237343	Dorea formicigenerans 4_6_53AFAA	
Bacteria	Permanent Draft	2513237346	Vibrio ordalii Schiewe DF3K, ATCC 33509	
Bacteria	Permanent Draft	2513237349	Dialister succinatiphilus YIT 11850	
Bacteria	Permanent Draft	2513237355	Alishewanella jeotgali KCTC 22429	
Bacteria	Permanent Draft	2513237390	Paraprevotella clara YIT 11840	
Bacteria	Permanent Draft	2515154010	Streptococcus merionis DSM 19192	
Bacteria	Permanent Draft	2503242001	Haemophilus ducreyi 511	
Bacteria	Permanent Draft	2513020025	Bacteroides xylanisolvens NLAE-zl-C29	
Bacteria	Permanent Draft	2511231048	Desulfosporosinus sp. Sv. Desulfo HCS1	
Bacteria	Permanent Draft	2501651209	Carnobacterium sp. AT7	
Bacteria	Permanent Draft	2503754051	Phocaeicola vulgatus 274-1D4	
Bacteria	Permanent Draft	2510461023	Lacticaseibacillus paracasei 12A	
Bacteria	Permanent Draft	2501651210	Photobacterium profundum 3TCK	
Bacteria	Permanent Draft	2506381007	Porphyromonas gingivalis A7A1-28	
Bacteria	Permanent Draft	2515154120	Leptotrichia wadei DSM 19758	
