job	filter	gene_id	description	genome_id
ec_7_2_4_3	EC:7.2.4.3	637537710	propionyl-CoA carboxylase carboxyltransferase subunit	637000306	
ec_7_2_4_3	EC:7.2.4.3	640527330	methylmalonyl-CoA decarboxylase, alpha subunit	640427128	
ec_7_2_4_3	EC:7.2.4.3	637325348	propionyl-CoA carboxylase beta subunit	637000201	
ec_7_2_4_3	EC:7.2.4.3	637505622	carboxyl transferase domain protein	637000015	
ec_7_2_4_3	EC:7.2.4.3	637546514	propionyl-CoA carboxylase	637000018	
ec_7_2_4_3	EC:7.2.4.3	638030914	Propionyl-CoA carboxylase	637000171	
ec_7_2_4_3	EC:7.2.4.3	639311297	YngE	639279303	
ec_7_2_4_3	EC:7.2.4.3	639740762	Carboxyl transferase domain protein	639633041	
ec_7_2_4_3	EC:7.2.4.3	641038584	Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)	640963046	
ec_7_2_4_3	EC:7.2.4.3	641410238	Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)	641380420	
ec_7_2_4_3	EC:7.2.4.3	641918243	Acetyl-CoA carboxylase alpha subunit	641736122	
ec_7_2_4_3	EC:7.2.4.3	642370666	carboxyl transferase domain protein	641736159	
ec_7_2_4_3	EC:7.2.4.3	646081304	propionyl-CoA carboxylase, beta subunit	645951802	
ec_7_2_4_3	EC:7.2.4.3	643451061	carboxyl transferase domain protein	643348510	
ec_7_2_4_3	EC:7.2.4.3	645221239	acetyl-CoA carboxylase carboxyltransferase subunit beta/acetyl-CoA carboxylase carboxyltransferase subunit alpha	645058823	
ec_7_2_4_3	EC:7.2.4.3	646432523	methylmalonyl-CoA decarboxylase alpha subunit (EC 4.1.1.41)	646311965	
ec_7_2_4_3	EC:7.2.4.3	643893718	hypothetical protein	643886132	
ec_7_2_4_3	EC:7.2.4.3	643902643	hypothetical protein	643886131	
ec_7_2_4_3	EC:7.2.4.3	643915677	propionyl-CoA carboxylase	643886007	
ec_7_2_4_3	EC:7.2.4.3	644456364	hypothetical protein	643886042	
ec_7_2_4_3	EC:7.2.4.3	644464988	hypothetical protein	643886035	
ec_7_2_4_3	EC:7.2.4.3	644473383	hypothetical protein	643886037	
ec_7_2_4_3	EC:7.2.4.3	644601016	hypothetical protein	643886177	
ec_7_2_4_3	EC:7.2.4.3	644630245	hypothetical protein	643886172	
ec_7_2_4_3	EC:7.2.4.3	645073881	propionyl-CoA carboxylase	645058778	
ec_7_2_4_3	EC:7.2.4.3	646236191	propionyl-CoA carboxylase subunit beta	646206274	
ec_7_2_4_3	EC:7.2.4.3	645654290	carboxyl transferase	645058763	
ec_7_2_4_3	EC:7.2.4.3	645974675	acetyl-CoA carboxylase carboxyltransferase subunit beta/acetyl-CoA carboxylase carboxyltransferase subunit alpha	645951849	
ec_7_2_4_3	EC:7.2.4.3	646030011	methylmalonyl-CoA decarboxylase, alpha subunit	645951840	
ec_7_2_4_3	EC:7.2.4.3	646420463	acetyl-CoA carboxylase carboxyltransferase subunit beta/acetyl-CoA carboxylase carboxyltransferase subunit alpha	646311963	
ec_7_2_4_3	EC:7.2.4.3	646373896	Methylcrotonoyl-CoA carboxylase	646311930	
ec_7_2_4_3	EC:7.2.4.3	647649558	putative carboxyl transferase domain protein	647533251	
ec_7_2_4_3	EC:7.2.4.3	646535667	propionyl-CoA carboxylase	646311908	
ec_7_2_4_3	EC:7.2.4.3	646760517	propionyl-CoA carboxylase	646564507	
ec_7_2_4_3	EC:7.2.4.3	646822812	propionyl-CoA carboxylase beta chain	646564510	
ec_7_2_4_3	EC:7.2.4.3	646829000	carboxyl transferase	646564535	
ec_7_2_4_3	EC:7.2.4.3	647316708	carboxyl transferase domain protein	647000293	
ec_7_2_4_3	EC:7.2.4.3	648006881	acetyl-CoA carboxylase carboxyltransferase subunit beta/acetyl-CoA carboxylase carboxyltransferase subunit alpha	647533234	
ec_7_2_4_3	EC:7.2.4.3	648095194	propionyl-CoA carboxylase carboxyltransferase subunit	648028009	
ec_7_2_4_3	EC:7.2.4.3	648116384	carboxyl transferase domain protein	648028051	
ec_7_2_4_3	EC:7.2.4.3	648123161	carboxyl transferase	648028018	
ec_7_2_4_3	EC:7.2.4.3	648142050	carboxyl transferase	648028013	
ec_7_2_4_3	EC:7.2.4.3	648407087	carboxyl transferase domain protein	648276713	
ec_7_2_4_3	EC:7.2.4.3	648783238	methylmalonyl-CoA decarboxylase alpha subunit (EC 4.1.1.41)	648276753	
ec_7_2_4_3	EC:7.2.4.3	648809780	methylmalonyl-CoA decarboxylase	648276716	
ec_7_2_4_3	EC:7.2.4.3	648885492	methylmalonyl-CoA decarboxylase, alpha subunit	648861000	
ec_7_2_4_3	EC:7.2.4.3	648887625	propionyl-CoA carboxylase, B subunit	648861002	
ec_7_2_4_3	EC:7.2.4.3	648904786	methylmalonyl-CoA decarboxylase, alpha subunit	648861003	
ec_7_2_4_3	EC:7.2.4.3	649671044	carboxyl transferase yqjd	649633033	
ec_7_2_4_3	EC:7.2.4.3	649689652	propionyl-CoA carboxylase beta chain	649633096	
ec_7_2_4_3	EC:7.2.4.3	649935317	putative propionyl-CoA carboxylase	649633011	
ec_7_2_4_3	EC:7.2.4.3	649729679	propionyl-CoA carboxylase carboxyltransferase subunit	649633052	
ec_7_2_4_3	EC:7.2.4.3	649901309	Propionyl-CoA carboxylase	649633034	
ec_7_2_4_3	EC:7.2.4.3	649960424	propionyl-CoA carboxylase carboxyltransferase subunit	649633078	
ec_7_2_4_3	EC:7.2.4.3	650083741	propionyl-CoA carboxylase carboxyltransferase subunit	649989923	
ec_7_2_4_3	EC:7.2.4.3	650264701	methylmalonyl-CoA decarboxylase alpha subunit (EC 4.1.1.41)	649989928	
ec_7_2_4_3	EC:7.2.4.3	650470370	carboxyl transferase	650377924	
ec_7_2_4_3	EC:7.2.4.3	650520882	Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)	650377904	
ec_7_2_4_3	EC:7.2.4.3	650537119	Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)	650377925	
ec_7_2_4_3	EC:7.2.4.3	650566344	Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)	650377964	
