Domain	Status	Genome ID	Genome Name	
Bacteria	Permanent Draft	2511231048	Desulfosporosinus sp. Sv. Desulfo HCS1	
Bacteria	Permanent Draft	2517572005	Clostridium sp. ASF356	
Bacteria	Permanent Draft	2519899647	Clostridium sporosphaeroides DSM 1294	
Bacteria	Permanent Draft	2524023211	Clostridium sp. MSTE9	
Bacteria	Permanent Draft	2563367167	Clostridium sp. ASF356	
Bacteria	Permanent Draft	2576861697	Fusobacterium necrophorum BL	
Bacteria	Permanent Draft	2576861706	Fusobacterium necrophorum BFTR-2	
Bacteria	Permanent Draft	2582580732	Desulfitobacterium chlororespirans DSM 11544	
Bacteria	Permanent Draft	2582581271	Anaerotignum propionicum X2, DSM 1682	
Bacteria	Permanent Draft	2585428190	Anaerotignum lactatifermentans DSM 14214	
Bacteria	Permanent Draft	2588253866	Fusobacterium necrophorum funduliforme B35	
Bacteria	Permanent Draft	2630968502	Clostridium botulinum D CCUG 7971	
Bacteria	Permanent Draft	2634166379	Firmicutes bacterium unFirm_1	
Bacteria	Permanent Draft	2648501880	Clostridia bacterium UC5.1-1D10	
Bacteria	Permanent Draft	2660238174	Clostridium botulinum 50867-CD	
Bacteria	Permanent Draft	2660238657	Clostridium botulinum 47295-DC	
Bacteria	Permanent Draft	2724679219	Fusobacterium necrophorum funduliforme LS_1280	
Bacteria	Permanent Draft	2859123070	Fusobacterium necrophorum necrophorum NCTC 13726	
Bacteria	Finished	2860392897	Clostridium botulinum sv. C/D BKT12695	
Bacteria	Permanent Draft	2911234957	Megasphaera sp. SW808	
Bacteria	Permanent Draft	2915083939	Megasphaera genomosp. type_2 KA00229	
Bacteria	Permanent Draft	2545824774	Megasphaera sp. BL7	
Bacteria	Permanent Draft	2547132285	Clostridium botulinum BKT028387	
Bacteria	Permanent Draft	2576861708	Fusobacterium necrophorum DAB	
Bacteria	Permanent Draft	2585428067	Desulfosporosinus lacus DSM 15449	
Bacteria	Permanent Draft	2627854196	Clostridium novyi A 4570	
Bacteria	Permanent Draft	2671180539	Clostridium botulinum 12LNRI-CD	
Bacteria	Permanent Draft	2675903225	Desulfosporosinus hippei DSM 8344	
Bacteria	Permanent Draft	2690316301	Clostridium botulinum 51714-DC	
Bacteria	Permanent Draft	2728369180	Anaerotignum neopropionicum DSM 3847	
Bacteria	Finished	2802429311	Clostridium sp. K25	
Bacteria	Permanent Draft	2820950349	Unclassified Acidobacteria Lab288P3bin89	
Bacteria	Permanent Draft	2823460443	Clostridium novyi sv. A GD211209	
Bacteria	Finished	2843666722	Megasphaera elsdenii ATCC 25940	
Bacteria	Permanent Draft	641736147	Clostridium botulinum type C - Eklund	
Bacteria	Finished	2508501136	Desulfosporosinus orientis Singapore I, DSM 765	
Bacteria	Permanent Draft	2562617180	Fusobacterium necrophorum D12	
Bacteria	Permanent Draft	2600255236	Peptostreptococcaceae bacterium oral taxon 113 W5053	
Bacteria	Permanent Draft	2636415709	Clostridium haemolyticum NCTC 8350	
Bacteria	Permanent Draft	2651869844	Desulfosporosinus acididurans M1	
Bacteria	Permanent Draft	2651869904	Anaerotignum neopropionicum X4	
Bacteria	Permanent Draft	2660238194	Clostridium botulinum 12LNR10-CD	
Bacteria	Permanent Draft	2671181058	Clostridium botulinum 48212-CD	
Bacteria	Permanent Draft	2695420390	Clostridium botulinum 69285-CD	
Bacteria	Permanent Draft	2724679228	Fusobacterium necrophorum funduliforme F1365	
Bacteria	Permanent Draft	2757320373	Megasphaera elsdenii NCIMB 702410	
Bacteria	Permanent Draft	2775506928	Megasphaera sp. MJR9396C	
Bacteria	Permanent Draft	2831283689	Fusobacterium necrophorum KG35	
Bacteria	Permanent Draft	2840024540	Megasphaera cerevisiae NSB1	
Bacteria	Finished	2841657861	Fusobacterium necrophorum FDAARGOS_565	
Bacteria	Permanent Draft	645058817	Clostridium botulinum D 1873	
Bacteria	Finished	650716025	Clostridium botulinum sv. Type C/D BKT015925	
Bacteria	Permanent Draft	2512047062	Megasphaera sp. UPII 135-E	
